Species	Temp	BodyWeight	g	Diet
Temora	7.5	14.95	0.029	O
Temora	9	14.95	0.021	O
Temora	7	14.95	0.013	O
Temora	7	14.95	0.045	O
Temora	7	14.95	0.102	O
Temora	7	14.95	0.043	O
Temora	7	14.95	0.027	O
Temora	7	14.95	0.029	O
Temora	7	14.95	0.037	O
Temora	7	14.95	0.08	O
Temora	7	14.95	0.078	O
Temora	7	14.95	0.072	O
Temora	4	14.95	0.008	O
Temora	4	14.95	0.003	O
Temora	5	14.95	0.008	O
Temora	5	14.95	0.021	O
Temora	5	14.95	0.019	O
Temora	5	14.95	0.019	O
Temora	5	14.95	0.043	O
Temora	5	14.95	0.048	O
Temora	5	14.95	0.062	O
Temora	5	14.95	0.104	O
Temora	5	14.95	0.115	O
Temora	5	14.95	0.112	O
Temora	5	14.95	0.059	O
Temora	5	14.95	0.126	O
Temora	7	14.95	0.075	O
Temora	7	14.95	0.075	O
Temora	7	14.95	0.08	O
Temora	7	14.95	0.083	O
Temora	7	14.95	0.045	O
Temora	7	14.95	0.051	O
Temora	18	14.95	0.005	O
Temora	17	14.95	0.011	O
Temora	17	14.95	0.005	O
Temora	17	14.95	0.019	O
Temora	17	14.95	0.035	O
Temora	17	14.95	0.043	O
Temora	12	14.95	0.027	O
Temora	12	14.95	0.008	O
Temora	8	14.95	0.032	O
Temora	12	14.95	0.05	O
Temora	12	14.95	0.072	O
Temora	12	14.95	0.053	O
Temora	7	14.95	0.05	O
Temora	12	14.95	0.048	O
Temora	12	14.95	0.045	O
Temora	12	14.95	0.047	O
Temora	12	14.95	0.022	O
Temora	12	14.95	0.051	O
Temora	12	14.95	0.049	O
Temora	12	14.95	0.078	O
Temora	12	14.95	0.02	O
Temora	0.5	14.95	0.07	O
Temora	1.5	14.95	0.15	O
Temora	2.5	14.95	0.14	O
Temora	4.5	14.95	0.12	O
Temora	5	14.95	0.08	O
Temora	6	14.95	0.08	O
Temora	7.5	14.95	0.01	O
Temora	8	14.95	0.01	O
Temora	10	14.95	0.06	O
Temora	11.5	14.95	0.03	O
Temora	11.5	14.95	0.06	O
Temora	12.5	14.95	0.03	O
Temora	13.5	14.95	0.02	O
Temora	16	14.95	0.09	O
Temora	17	14.95	0.05	O
Temora	16.1	14.95	0.008	O
Temora	16.5	14.95	0.003	O
Temora	17	14.95	0.013	O
Temora	17.5	14.95	0.006	O
Temora	3	14.95	0.004	O
Temora	5	14.95	0.004	O
Temora	5	14.95	0.023	O
Temora	7	14.95	0.02	O
Temora	7.5	14.95	0.024	O
Temora	11	14.95	0.043	O
Temora	12.5	14.95	0.043	O
Temora	14	14.95	0.043	O
Temora	14	14.95	0.009	O
Temora	14	14.95	0.027	O
Temora	18.5	14.95	0.011	O
Temora	18	14.95	0.056	O
Temora	18	14.95	0.04	O
Temora	16.5	14.95	0.039	O
Temora	6.5	14.95	0.016	O
Temora	7.5	14.95	0.032	O
Temora	8	14.95	0.035	O
Temora	10	14.95	0.037	O
Temora	10	14.95	0.032	O
Temora	13	14.95	0.054	O
Temora	13.5	14.95	0.04	O
Temora	18.5	14.95	0.051	O
Temora	18	14.95	0.04	O
Temora	17.5	14.95	0.019	O
Temora	17.5	14.95	0.013	O
Temora	17	14.95	0.019	O
Temora	17	14.95	0.019	O
Temora	19	14.95	0.019	O
Temora	18	14.95	0.016	O
Temora	17.5	14.95	0.062	O
Temora	17.5	14.95	0.029	O
Temora	17.5	14.95	0.043	O
Temora	14	14.95	0.04	O
Temora	12.5	14.95	0.013	O
Temora	8	14.95	0.011	O
Temora	9.5	14.95	0.035	O
Temora	12.5	14.95	0.04	O
Temora	11	14.95	0.024	O
Temora	11	14.95	0.067	O
Temora	11	14.95	0.021	O
Temora	14	14.95	0.054	O
Temora	17.5	14.95	0.024	O
Temora	17	14.95	0.021	O
Temora	18.5	14.95	0.021	O
Temora	17.5	14.95	0.045	O
Temora	17.5	14.95	0.027	O
Temora	17.5	14.95	0.048	O
Temora	13	14.95	0.013	O
Temora	12.5	14.95	0.011	O
Temora	4	14.95	0.08	O
Temora	4	14.95	0.07	O
Temora	4	14.95	0.03	O
Temora	4	14.95	0.04	O
Temora	4	14.95	0.03	O
Temora	11.5	12.9	0.023	O
Temora	11.5	12.9	0.001	O
Temora	11.5	12.9	0.006	O
Temora	11.5	12.9	0.038	O
Temora	11.5	12.9	0.0003	O
Temora	11.5	12.9	0.002	O
Temora	11.5	12.9	0.018	O
Temora	11.5	12.9	0.028	O
Temora	11.5	12.9	0.025	O
Temora	11.5	12.9	0.029	O
Temora	8.5	12.9	0	O
Temora	8.5	12.9	0	O
Temora	8.5	12.9	0	O
Temora	8.5	12.9	0	O
Temora	8.5	12.9	0	O
Temora	8.5	12.9	0.009	O
Temora	8.5	12.9	0	O
Temora	8.5	12.9	0.016	O
Temora	8.5	12.9	0	O
Temora	8.5	12.9	0.014	O
Temora	8.5	12.9	0.004	O
Temora	8.5	12.9	0.029	O
Temora	7.5	12.9	0.001	O
Temora	7.5	12.9	0.002	O
Temora	7.5	12.9	0.002	O
Temora	7.5	12.9	0.03	O
Temora	7.5	12.9	0.004	O
Temora	7.5	12.9	0.009	O
Temora	7.5	12.9	0.002	O
Temora	7.5	12.9	0.0003	O
Temora	7.5	12.9	0.004	O
Temora	6.5	12.9	0.007	O
Temora	6.5	12.9	0.006	O
Temora	6.5	12.9	0.016	O
Temora	20	12.6	0.08	O
Temora	20	12.6	0.04	O
Temora	28	18.43	0.017	O
Temora	28	2.74	0.281	O
Temora	28	0.352	0.4	O
Temora	28	0.637	0.44	O
Temora	28	1.181	0.45	O
Temora	28	1.987	0.27	O
Temora	28	2.941	0.4	O
Temora	28	1.025	0.907	O
Temora	28	2.54	0.907	O
Temora	28	0.798	0.695	O
Temora	28	0.403	1.229	O
Temora	28	1.242	1.02	O
Temora	28	0.705	0.961	O
Temora	28	1.838	0.957	O
Temora	28	0.459	0.343	O
Temora	28	0.619	0.599	O
Temora	28	0.398	0.695	O
Temora	28	0.272	0.705	O
Temora	28	0.296	0.876	O
Temora	28	0.483	0.916	O
Temora	28	0.238	0.624	O
Temora	28	0.489	0.745	O
Temora	28	0.896	0.454	O
Temora	28	1.389	0.408	O
Temora	28	2.164	0.362	O
Temora	28	0.035	0.815	O
Temora	28	0.017	0.513	O
Temora	28	0.041	0.968	O
Temora	28	0.018	0.576	O
Temora	28	0.018	0.537	O
Temora	28	0.039	0.765	O
Temora	28	0.065	0.428	O
Temora	28	0.031	0.49	O
Temora	28	0.031	0.506	O
Temora	28	0.026	0.632	O
Temora	28	0.026	0.601	O
Temora	28	0.053	0.592	O
Temora	28	0.052	0.344	O
Temora	28	0.06	0.599	O
Temora	28	0.057	0.67	O
