Event;Taxa;GROUP;URL ref;Biom C/ind [µg/#];µ C per/ind [mg/#/h];µ C per C biom [mg/mg/h];Reference;URL source;g_C_d;g_C_ind
A_americanus_GROWTHEXP;Ammodytes americanus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=159587;117;0.000446;0.00381;Smigielski et al., 1984;doi:10.1594/PANGAEA.834577;1.07E-05;0.000117
A_americanus_GROWTHEXP;Ammodytes americanus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=159587;262;0.00109;0.00418;Smigielski et al., 1984;doi:10.1594/PANGAEA.834577;2.62E-05;0.000262
A_americanus_GROWTHEXP;Ammodytes americanus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=159587;523;0.00236;0.00451;Smigielski et al., 1984;doi:10.1594/PANGAEA.834577;5.66E-05;0.000523
A_americanus_GROWTHEXP;Ammodytes americanus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=159587;93.2;0.00365;0.0392;Smigielski et al., 1984;doi:10.1594/PANGAEA.834577;8.76E-05;9.32E-05
A_aurita_GROWTHEXP;Aurelia aurita;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=135306;6.1;5.72E-05;0.00938;Olesen et al., 1994;doi:10.1594/PANGAEA.834496;1.37E-06;6.10E-06
A_aurita_GROWTHEXP-1;Aurelia aurita;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=135306;20.5;0.000438;0.0214;Bamstedt et al., 1999;doi:10.1594/PANGAEA.834273;1.05E-05;2.05E-05
A_aurita_GROWTHEXP-2;Aurelia aurita;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=135306;20.5;0.000263;0.0129;Bamstedt et al., 2001;doi:10.1594/PANGAEA.834269;6.31E-06;2.05E-05
A_aurita_GROWTHEXP-2;Aurelia aurita;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=135306;20.5;0.000332;0.0162;Bamstedt et al., 2001;doi:10.1594/PANGAEA.834269;7.97E-06;2.05E-05
A_aurita_GROWTHEXP-2;Aurelia aurita;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=135306;20.5;0.000191;0.00929;Bamstedt et al., 2001;doi:10.1594/PANGAEA.834269;4.58E-06;2.05E-05
A_aurita_GROWTHEXP-2;Aurelia aurita;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=135306;20.5;0.000216;0.0106;Bamstedt et al., 2001;doi:10.1594/PANGAEA.834269;5.18E-06;2.05E-05
A_labiata_GROWTHEXP;Aurelia labiata;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=287213;6.1;2.55E-05;0.00418;Widmer, 2005;doi:10.1594/PANGAEA.834604;6.12E-07;6.10E-06
A_labiata_GROWTHEXP;Aurelia labiata;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=287213;6.1;1.44E-05;0.00237;Widmer, 2005;doi:10.1594/PANGAEA.834604;3.46E-07;6.10E-06
A_labiata_GROWTHEXP;Aurelia labiata;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=287213;6.1;6.13E-05;0.01;Widmer, 2005;doi:10.1594/PANGAEA.834604;1.47E-06;6.10E-06
A_labiata_GROWTHEXP;Aurelia labiata;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=287213;6.1;6.04E-05;0.0099;Widmer, 2005;doi:10.1594/PANGAEA.834604;1.45E-06;6.10E-06
A_labiata_GROWTHEXP;Aurelia labiata;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=287213;6.1;5.96E-05;0.00977;Widmer, 2005;doi:10.1594/PANGAEA.834604;1.43E-06;6.10E-06
A_labiata_GROWTHEXP;Aurelia labiata;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=287213;6.1;4.15E-05;0.0068;Widmer, 2005;doi:10.1594/PANGAEA.834604;9.96E-07;6.10E-06
A_labiata_GROWTHEXP;Aurelia labiata;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=287213;6.1;3.26E-05;0.00534;Widmer, 2005;doi:10.1594/PANGAEA.834604;7.82E-07;6.10E-06
A_labiata_GROWTHEXP;Aurelia labiata;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=287213;6.1;1.46E-05;0.00239;Widmer, 2005;doi:10.1594/PANGAEA.834604;3.50E-07;6.10E-06
A_labiata_GROWTHEXP;Aurelia labiata;Jellyfish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=287213;6.1;1.37E-05;0.00225;Widmer, 2005;doi:10.1594/PANGAEA.834604;3.29E-07;6.10E-06
A_quadrilineata_GROWTHEXP;Amphorides quadrilineata;Ciliate;http://www.marinespecies.org/aphia.php?p=taxdetails&id=235769;0.00313;2.67E-08;0.00854;Jakobsen et al., 2001;doi:10.1594/PANGAEA.834454;6.41E-10;3.13E-09
A_tonsa_GROWTHEXP;Acartia tonsa;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=345943;0.21;3.21E-06;0.0153;Berggreen et al., 1988;doi:10.1594/PANGAEA.834272;7.70E-08;2.10E-07
A_tranteri_GROWTHEXP;Acartia tranteri;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=346042;0.6;4.47E-06;0.00745;Kimmerer & McKinnon, 1987;doi:10.1594/PANGAEA.834460;1.07E-07;6.00E-07
A_tranteri_GROWTHEXP;Acartia tranteri;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=346042;0.6;4.74E-06;0.00791;Kimmerer & McKinnon, 1987;doi:10.1594/PANGAEA.834460;1.14E-07;6.00E-07
A_tranteri_GROWTHEXP;Acartia tranteri;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=346042;0.6;4.21E-06;0.00702;Kimmerer & McKinnon, 1987;doi:10.1594/PANGAEA.834460;1.01E-07;6.00E-07
Anchoa_GROWTHEXP;Anchoa mitchilli;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=158699;3.34;7.84E-06;0.00235;Chitty, 1981;doi:10.1594/PANGAEA.834288;1.88E-07;3.34E-06
Anchoa_GROWTHEXP;Anchoa mitchilli;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=158699;3.99;9.65E-06;0.00242;Chitty, 1981;doi:10.1594/PANGAEA.834288;2.32E-07;3.99E-06
Anchoa_GROWTHEXP;Anchoa mitchilli;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=158699;4.75;1.09E-05;0.00229;Chitty, 1981;doi:10.1594/PANGAEA.834288;2.62E-07;4.75E-06
Anchoa_GROWTHEXP;Anchoa mitchilli;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=158699;5.67;1.39E-05;0.00245;Chitty, 1981;doi:10.1594/PANGAEA.834288;3.34E-07;5.67E-06
Anchoa_GROWTHEXP;Anchoa mitchilli;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=158699;6.77;1.57E-05;0.00232;Chitty, 1981;doi:10.1594/PANGAEA.834288;3.77E-07;6.77E-06
Anchoa_GROWTHEXP;Anchoa mitchilli;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=158699;8.07;1.93E-05;0.00239;Chitty, 1981;doi:10.1594/PANGAEA.834288;4.63E-07;8.07E-06
Anchoa_GROWTHEXP;Anchoa lamprotaenia;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=275522;8.5;2.41E-05;0.00284;Chitty, 1981;doi:10.1594/PANGAEA.834288;5.78E-07;8.50E-06
Anchoa_GROWTHEXP;Anchoa lamprotaenia;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=275522;10.5;3.02E-05;0.00287;Chitty, 1981;doi:10.1594/PANGAEA.834288;7.25E-07;1.05E-05
Anchoa_GROWTHEXP;Anchoa lamprotaenia;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=275522;13.1;3.86E-05;0.00295;Chitty, 1981;doi:10.1594/PANGAEA.834288;9.26E-07;1.31E-05
Anchoa_GROWTHEXP;Anchoa lamprotaenia;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=275522;16.2;4.52E-05;0.0028;Chitty, 1981;doi:10.1594/PANGAEA.834288;1.08E-06;1.62E-05
Anchoa_GROWTHEXP;Anchoa lamprotaenia;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=275522;20;5.79E-05;0.00289;Chitty, 1981;doi:10.1594/PANGAEA.834288;1.39E-06;2.00E-05
Anchoa_GROWTHEXP;Anchoa lamprotaenia;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=275522;24.8;7.18E-05;0.00289;Chitty, 1981;doi:10.1594/PANGAEA.834288;1.72E-06;2.48E-05
Animalia_GROWTHEXP;Mnemiopsis mccradyi;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=418909;1.72;1.93E-05;0.0112;Reeve, 1975;doi:10.1594/PANGAEA.834558;4.63E-07;1.72E-06
Animalia_GROWTHEXP;Mnemiopsis mccradyi;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=418909;44.2;0.000497;0.0112;Reeve, 1975;doi:10.1594/PANGAEA.834558;1.19E-05;4.42E-05
Animalia_GROWTHEXP;Mnemiopsis mccradyi;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=418909;1060;0.00498;0.00472;Reeve, 1975;doi:10.1594/PANGAEA.834558;0.00011952;0.00106
Animalia_GROWTHEXP;Mnemiopsis mccradyi;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=418909;12200;0.0189;0.00155;Reeve, 1975;doi:10.1594/PANGAEA.834558;0.0004536;0.0122
Animalia_GROWTHEXP;Mnemiopsis mccradyi;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=418909;24200;0.0376;0.00155;Reeve, 1975;doi:10.1594/PANGAEA.834558;0.0009024;0.0242
Animalia_GROWTHEXP;Mnemiopsis mccradyi;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=418909;1.72;1.80E-05;0.0105;Reeve, 1975;doi:10.1594/PANGAEA.834558;4.32E-07;1.72E-06
Animalia_GROWTHEXP;Mnemiopsis mccradyi;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=418909;44.2;0.000463;0.0105;Reeve, 1975;doi:10.1594/PANGAEA.834558;1.11E-05;4.42E-05
Animalia_GROWTHEXP;Mnemiopsis mccradyi;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=418909;1060;0.00326;0.00309;Reeve, 1975;doi:10.1594/PANGAEA.834558;7.82E-05;0.00106
Animalia_GROWTHEXP;Mnemiopsis mccradyi;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=418909;12200;0.0116;0.000953;Reeve, 1975;doi:10.1594/PANGAEA.834558;0.0002784;0.0122
Animalia_GROWTHEXP;Mnemiopsis mccradyi;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=418909;24200;0.0231;0.000953;Reeve, 1975;doi:10.1594/PANGAEA.834558;0.0005544;0.0242
Animalia_GROWTHEXP;Mnemiopsis mccradyi;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=418909;1.72;8.97E-06;0.00522;Reeve, 1975;doi:10.1594/PANGAEA.834558;2.15E-07;1.72E-06
Animalia_GROWTHEXP;Mnemiopsis mccradyi;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=418909;44.2;0.000231;0.00522;Reeve, 1975;doi:10.1594/PANGAEA.834558;5.54E-06;4.42E-05
Animalia_GROWTHEXP;Mnemiopsis mccradyi;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=418909;1060;0.00195;0.00185;Reeve, 1975;doi:10.1594/PANGAEA.834558;4.68E-05;0.00106
Animalia_GROWTHEXP;Mnemiopsis mccradyi;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=418909;12200;0.00676;0.000554;Reeve, 1975;doi:10.1594/PANGAEA.834558;0.00016224;0.0122
Animalia_GROWTHEXP;Mnemiopsis mccradyi;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=418909;24200;0.0134;0.000554;Reeve, 1975;doi:10.1594/PANGAEA.834558;0.0003216;0.0242
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;0.98;5.50E-06;0.00562;Reeve, 1975;doi:10.1594/PANGAEA.834558;1.32E-07;9.80E-07
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;4.53;2.54E-05;0.00562;Reeve, 1975;doi:10.1594/PANGAEA.834558;6.10E-07;4.53E-06
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;13.3;7.44E-05;0.00562;Reeve, 1975;doi:10.1594/PANGAEA.834558;1.79E-06;1.33E-05
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;32;0.00018;0.00562;Reeve, 1975;doi:10.1594/PANGAEA.834558;4.32E-06;3.20E-05
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;59.3;0.000333;0.00562;Reeve, 1975;doi:10.1594/PANGAEA.834558;7.99E-06;5.93E-05
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;97.9;0.00055;0.00562;Reeve, 1975;doi:10.1594/PANGAEA.834558;1.32E-05;9.79E-05
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;157;0.000292;0.00187;Reeve, 1975;doi:10.1594/PANGAEA.834558;7.01E-06;0.000157
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;238;0.000236;0.000988;Reeve, 1975;doi:10.1594/PANGAEA.834558;5.66E-06;0.000238
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;0.98;4.61E-06;0.0047;Reeve, 1975;doi:10.1594/PANGAEA.834558;1.11E-07;9.80E-07
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;4.53;2.13E-05;0.0047;Reeve, 1975;doi:10.1594/PANGAEA.834558;5.11E-07;4.53E-06
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;13.3;6.23E-05;0.0047;Reeve, 1975;doi:10.1594/PANGAEA.834558;1.50E-06;1.33E-05
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;32;0.00015;0.0047;Reeve, 1975;doi:10.1594/PANGAEA.834558;3.60E-06;3.20E-05
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;59.3;0.000279;0.0047;Reeve, 1975;doi:10.1594/PANGAEA.834558;6.70E-06;5.93E-05
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;97.9;0.00046;0.0047;Reeve, 1975;doi:10.1594/PANGAEA.834558;1.10E-05;9.79E-05
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;157;0.000156;0.000994;Reeve, 1975;doi:10.1594/PANGAEA.834558;3.74E-06;0.000157
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;238;2.24E-05;9.40E-05;Reeve, 1975;doi:10.1594/PANGAEA.834558;5.38E-07;0.000238
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;0.98;3.22E-06;0.00329;Reeve, 1975;doi:10.1594/PANGAEA.834558;7.73E-08;9.80E-07
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;4.53;1.49E-05;0.00329;Reeve, 1975;doi:10.1594/PANGAEA.834558;3.58E-07;4.53E-06
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;13.3;4.36E-05;0.00329;Reeve, 1975;doi:10.1594/PANGAEA.834558;1.05E-06;1.33E-05
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;32;0.000105;0.00329;Reeve, 1975;doi:10.1594/PANGAEA.834558;2.52E-06;3.20E-05
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;59.3;0.000195;0.00329;Reeve, 1975;doi:10.1594/PANGAEA.834558;4.68E-06;5.93E-05
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;97.9;8.64E-05;0.000883;Reeve, 1975;doi:10.1594/PANGAEA.834558;2.07E-06;9.79E-05
Animalia_GROWTHEXP;Sagitta hispida;Chaetognath;http://www.marinespecies.org/aphia.php?p=taxdetails&id=105454;157;5.16E-05;0.000329;Reeve, 1975;doi:10.1594/PANGAEA.834558;1.24E-06;0.000157
B_infundibulum_GROWTHEXP;Bolionopsis infundibulum;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=106393;369;0.00284;0.00771;Greve, 1970;doi:10.1594/PANGAEA.834394;6.82E-05;0.000369
B_infundibulum_GROWTHEXP;Bolionopsis infundibulum;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=106393;1580;0.0223;0.0141;Greve, 1970;doi:10.1594/PANGAEA.834394;0.0005352;0.00158
B_infundibulum_GROWTHEXP;Bolionopsis infundibulum;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=106393;10300;0.0718;0.00699;Greve, 1970;doi:10.1594/PANGAEA.834394;0.0017232;0.0103
B_mikado_GROWTHEXP;Bolinopsis mikado;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=265201;0.463;4.02E-06;0.00868;Kasuya et al., 2002;doi:10.1594/PANGAEA.834458;9.65E-08;4.63E-07
B_mikado_GROWTHEXP;Bolinopsis mikado;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=265201;0.463;4.64E-06;0.01;Kasuya et al., 2002;doi:10.1594/PANGAEA.834458;1.11E-07;4.63E-07
B_mikado_GROWTHEXP;Bolinopsis mikado;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=265201;0.463;4.54E-06;0.00982;Kasuya et al., 2002;doi:10.1594/PANGAEA.834458;1.09E-07;4.63E-07
B_mikado_GROWTHEXP;Bolinopsis mikado;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=265201;0.463;5.56E-06;0.012;Kasuya et al., 2002;doi:10.1594/PANGAEA.834458;1.33E-07;4.63E-07
B_mikado_GROWTHEXP;Bolinopsis mikado;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=265201;0.463;6.09E-06;0.0132;Kasuya et al., 2002;doi:10.1594/PANGAEA.834458;1.46E-07;4.63E-07
B_mikado_GROWTHEXP;Bolinopsis mikado;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=265201;0.463;6.49E-06;0.014;Kasuya et al., 2002;doi:10.1594/PANGAEA.834458;1.56E-07;4.63E-07
B_mikado_GROWTHEXP;Bolinopsis mikado;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=265201;0.463;5.46E-06;0.0118;Kasuya et al., 2002;doi:10.1594/PANGAEA.834458;1.31E-07;4.63E-07
B_mikado_GROWTHEXP;Bolinopsis mikado;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=265201;0.463;6.29E-06;0.0136;Kasuya et al., 2002;doi:10.1594/PANGAEA.834458;1.51E-07;4.63E-07
B_mikado_GROWTHEXP;Bolinopsis mikado;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=265201;0.463;4.53E-06;0.00978;Kasuya et al., 2002;doi:10.1594/PANGAEA.834458;1.09E-07;4.63E-07
B_mikado_GROWTHEXP;Bolinopsis mikado;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=265201;0.463;4.92E-06;0.0106;Kasuya et al., 2002;doi:10.1594/PANGAEA.834458;1.18E-07;4.63E-07
B_mikado_GROWTHEXP;Bolinopsis mikado;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=265201;0.463;3.80E-06;0.00822;Kasuya et al., 2002;doi:10.1594/PANGAEA.834458;9.12E-08;4.63E-07
B_mikado_GROWTHEXP;Bolinopsis mikado;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=265201;0.463;3.88E-06;0.00838;Kasuya et al., 2002;doi:10.1594/PANGAEA.834458;9.31E-08;4.63E-07
B_mikado_GROWTHEXP;Bolinopsis mikado;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=265201;0.657;5.24E-06;0.00797;Kasuya et al., 2002;doi:10.1594/PANGAEA.834458;1.26E-07;6.57E-07
B_mikado_GROWTHEXP;Bolinopsis mikado;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=265201;0.657;5.47E-06;0.00833;Kasuya et al., 2002;doi:10.1594/PANGAEA.834458;1.31E-07;6.57E-07
B_mikado_GROWTHEXP;Bolinopsis mikado;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=265201;0.657;4.99E-06;0.00761;Kasuya et al., 2002;doi:10.1594/PANGAEA.834458;1.20E-07;6.57E-07
B_mikado_GROWTHEXP;Bolinopsis mikado;Comb jelly (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=265201;0.657;5.78E-06;0.0088;Kasuya et al., 2002;doi:10.1594/PANGAEA.834458;1.39E-07;6.57E-07
C_chanos_GROWTHEXP;Chanos chanos;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=217625;350;0.000394;0.00113;Duray & Bagarinao, 1984;doi:10.1594/PANGAEA.834311;9.46E-06;0.00035
C_chanos_GROWTHEXP;Chanos chanos;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=217625;1540;0.00577;0.00375;Duray & Bagarinao, 1984;doi:10.1594/PANGAEA.834311;0.00013848;0.00154
C_chanos_GROWTHEXP;Chanos chanos;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=217625;5470;0.00228;0.000418;Duray & Bagarinao, 1984;doi:10.1594/PANGAEA.834311;5.47E-05;0.00547
C_chanos_GROWTHEXP;Chanos chanos;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=217625;7640;0.00522;0.000683;Duray & Bagarinao, 1984;doi:10.1594/PANGAEA.834311;0.00012528;0.00764
C_finmarchicus_GROWTHEXP;Calanus finmarchicus;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=104464;0.47;1.01E-05;0.0215;Campbell et al., 2001;doi:10.1594/PANGAEA.834285;2.42E-07;4.70E-07
C_finmarchicus_GROWTHEXP;Calanus finmarchicus;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=104464;25.5;0.000433;0.017;Campbell et al., 2001;doi:10.1594/PANGAEA.834285;1.04E-05;2.55E-05
C_harengus_GROWTHEXP;Clupea harengus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126417;71.8;0.000412;0.00574;Kiorboe et al., 1987;doi:10.1594/PANGAEA.834467;9.89E-06;7.18E-05
C_harengus_GROWTHEXP;Clupea harengus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126417;89;0.000511;0.00574;Kiorboe et al., 1987;doi:10.1594/PANGAEA.834467;1.23E-05;8.90E-05
C_harengus_GROWTHEXP;Clupea harengus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126417;119;0.000804;0.00677;Kiorboe et al., 1987;doi:10.1594/PANGAEA.834467;1.93E-05;0.000119
C_harengus_GROWTHEXP;Clupea harengus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126417;141;0.000818;0.00583;Kiorboe et al., 1987;doi:10.1594/PANGAEA.834467;1.96E-05;0.000141
C_harengus_GROWTHEXP;Clupea harengus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126417;141;0.000782;0.00557;Kiorboe et al., 1987;doi:10.1594/PANGAEA.834467;1.88E-05;0.000141
C_harengus_GROWTHEXP;Clupea harengus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126417;169;0.00122;0.0072;Kiorboe et al., 1987;doi:10.1594/PANGAEA.834467;2.93E-05;0.000169
C_harengus_GROWTHEXP;Clupea harengus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126417;257;0.00178;0.00694;Kiorboe et al., 1987;doi:10.1594/PANGAEA.834467;4.27E-05;0.000257
C_harengus_GROWTHEXP;Clupea harengus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126417;245;0.00147;0.006;Kiorboe et al., 1987;doi:10.1594/PANGAEA.834467;3.53E-05;0.000245
C_harengus_GROWTHEXP;Clupea harengus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126417;908;0.00645;0.00711;Kiorboe et al., 1987;doi:10.1594/PANGAEA.834467;0.0001548;0.000908
C_harengus_GROWTHEXP;Clupea harengus;Fish;http://www.marinespecies.org/aphia.php?p=taxdetails&id=126417;3170;0.0141;0.00446;Kiorboe et al., 1987;doi:10.1594/PANGAEA.834467;0.0003384;0.00317
C_helgolandicus_GROWTHEXP;Calanus helgolandicus;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=104466;0.669;1.14E-05;0.0171;Paffenhöfer, 1976b;doi:10.1594/PANGAEA.834503;2.74E-07;6.69E-07
C_helgolandicus_GROWTHEXP;Calanus helgolandicus;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=104466;2.5;4.28E-05;0.0171;Paffenhöfer, 1976b;doi:10.1594/PANGAEA.834503;1.03E-06;2.50E-06
C_helgolandicus_GROWTHEXP;Calanus helgolandicus;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=104466;14.6;0.000201;0.0138;Paffenhöfer, 1976b;doi:10.1594/PANGAEA.834503;4.82E-06;1.46E-05
C_helgolandicus_GROWTHEXP;Calanus helgolandicus;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=104466;15.6;0.000127;0.00813;Paffenhöfer, 1976b;doi:10.1594/PANGAEA.834503;3.05E-06;1.56E-05
C_helgolandicus_GROWTHEXP;Calanus helgolandicus;Omnivorous copepod;http://www.marinespecies.org/aphia.php?p=taxdetails&id=104466;33;0.000275;0.00833;Paffenhöfer, 1976b;doi:10.1594/PANGAEA.834503;6.60E-06;3.30E-05
C_laeviusculus_GROWTHEXP;Calliopius laeviusculus;Amphipod (not in model);http://www.marinespecies.org/aphia.php?p=taxdetails&id=102178;15;0.000168;0.0112;Dagg, 1976;doi:10.1594/PANGAEA.834306;4.03E-06;1.50E-05
